,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_total,capture_rate,defense,hp,sp_attack,sp_defense,speed,type1,type2,is_legendary
10,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.8046879407277685,-0.510857026991444,-1.8816920933211134,0.28194297568626586,-0.5849721627167619,-0.7149208244370601,-1.4354169759378193,-1.6462606008818639,-1.2566495931248074,1.0,0.0,0.0
11,0.5,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,-1.0251021073125899,-0.510857026991444,-0.28191440382474986,-0.7039429942580352,-0.747891686307612,-0.33788252276526143,0.5795039722848009,0.3272106750168884,0.1234833206382406,1.0,8.0,0.0
12,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,-1.3369364406786612,-0.510857026991444,-1.9658909190840799,2.056537721586008,-1.3995697806710128,-1.0919591261088586,-1.590410895031867,-1.8256670805090232,-0.5665831362432834,1.0,14.0,0.0
13,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,-1.6487707740447328,-0.510857026991444,-1.8816920933211134,0.28194297568626586,-0.747891686307612,-0.9034399752729594,-1.4354169759378193,-1.6462606008818639,-1.0841329789044263,1.0,14.0,0.0
14,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,2.2491583930311605,-0.510857026991444,0.5600738538049151,-0.7039429942580352,-1.0737307334893125,-0.14936337192936214,-1.7454048141259146,0.3272106750168884,2.7112325339439556,1.0,14.0,0.0
15,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,-1.0251021073125899,-0.510857026991444,-1.4943774948114676,2.056537721586008,-1.0737307334893125,-1.0919591261088586,-1.1254291377497239,-1.2874476416275453,-0.3595631991788262,13.0,8.0,0.0
16,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,-0.5573506072634826,-0.510857026991444,-0.6692290023343958,0.28194297568626586,-0.5849721627167619,-0.22477103226372186,-0.6604473804675808,-0.7492282027460674,0.1579866434823168,13.0,8.0,0.0
17,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.06631805946866026,-0.510857026991444,1.2673439902138337,-0.7039429942580352,0.229625455237489,0.5293055710798754,1.9744492441312302,0.3272106750168884,1.8831527856861268,13.0,8.0,0.0
18,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6820843406099113,-0.510857026991444,-1.4775377296588743,2.056537721586008,-1.2366502570801625,-1.4689974277806572,-1.4354169759378193,-1.2874476416275453,0.192489966326393,13.0,2.0,0.0
19,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.21433284056080407,-0.510857026991444,-0.13035651745141016,0.37395899954773393,-0.09621359194421135,0.22767492974243647,-0.9704352186556762,0.3272106750168884,0.365006580546774,13.0,2.0,0.0
20,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,-0.5573506072634826,-0.510857026991444,-1.4017587864722043,2.056537721586008,-1.3995697806710128,-1.0919591261088586,-1.249424273024962,-1.4309728253292726,0.1234833206382406,13.0,8.0,0.0
21,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.37815239283473173,-0.510857026991444,0.11382007726119268,-0.11241141229145456,-0.2591331155350615,-0.14936337192936214,-0.31946075846067584,-0.35453394756631695,1.1585830059605267,13.0,8.0,0.0
22,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,-0.5573506072634826,-0.315121707273161,-1.1828418394884914,2.056537721586008,-0.9433951146166323,-1.280478276944758,-0.9704352186556762,-0.60570301904434,-0.3940665220229024,14.0,0.0,0.0
23,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5340695595177675,-0.315121707273161,0.1643393727189726,-0.11241141229145456,-0.12879749666238138,-0.33788252276526143,-0.19546562318543764,0.2913293790914565,0.4685165490790026,14.0,0.0,0.0
24,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,-0.7132677739465184,-0.7065923467097268,-0.9134055970469986,1.2021032143009467,-1.0737307334893125,-1.280478276944758,-0.6604473804675808,-0.7492282027460674,0.8135497775197645,4.0,0.0,0.0
25,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.222235226151696,-0.7065923467097268,0.47587502804194864,-0.30958860628031476,-0.747891686307612,-0.33788252276526143,0.7344978913788486,0.5066171546440477,1.5036162344012887,4.0,4.0,0.0
26,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,-0.08959910721437547,-0.315121707273161,-1.0818032485729316,2.056537721586008,0.5554645024191893,-0.7149208244370601,-1.9003987332199626,-1.2874476416275453,-0.9116163646840454,11.0,12.0,0.0
27,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.6899867262008031,-0.315121707273161,0.1811791378715659,-0.11241141229145456,1.5329816439642905,0.22767492974243647,-1.4354169759378193,-0.2110087638645895,-0.04903329358214039,11.0,12.0,0.0
28,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,-0.9627352406393755,-0.315121707273161,-1.2923003129803479,1.7936347962675274,-0.682723876871272,-0.5264016736011607,-0.9704352186556762,-1.108041162000386,-0.8771130418399692,14.0,0.0,0.0
29,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,-0.4949837405902684,-0.315121707273161,-0.5345108811136494,0.28194297568626586,-0.19396530609872145,0.03915577890653717,-0.5054534613735331,-0.5698217231189081,-0.3595631991788262,14.0,0.0,0.0
30,0.5,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.25,2.0,0.5,1.0,2.0,0.440519259507946,-0.315121707273161,0.6442726795678817,-0.7039429942580352,0.45771278826467926,0.7932323822501344,0.11452221500265777,0.5066171546440477,0.3305032577026978,14.0,11.0,0.0
31,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,-0.6509009072733041,-0.315121707273161,-1.3091400781329412,1.7936347962675274,-1.0737307334893125,-0.8657361451057796,-0.9704352186556762,-1.108041162000386,-0.5665831362432834,14.0,0.0,0.0
32,0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,-0.18314940722419693,-0.315121707273161,-0.5345108811136494,0.28194297568626586,-0.5198043532804218,-0.3001786925980816,-0.5054534613735331,-0.5698217231189081,-0.04903329358214039,14.0,0.0,0.0
33,0.5,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.25,2.0,0.5,1.0,2.0,0.7523535928740175,-0.315121707273161,0.6442726795678817,-0.7039429942580352,0.1318737410829789,0.45389791074551566,0.4245100531907532,0.14780419538972908,0.6410331632993836,14.0,11.0,0.0
34,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1.0251021073125899,-0.7065923467097268,-0.8881459493181088,0.6762973636639863,-0.8130594957439522,0.03915577890653717,-0.35045954227948534,-0.2110087638645895,-1.0841329789044263,5.0,0.0,0.0
35,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-0.2455162738974112,-0.7065923467097268,0.45903526288935537,-0.9668459195765154,0.0015381222102987546,0.9817515330860337,0.7344978913788486,0.6860236342712069,-0.2215499078025214,5.0,0.0,0.0
36,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,-1.1498358406590186,-0.315121707273161,-1.0902231311492283,1.2021032143009467,-1.0737307334893125,-1.1673667864432185,-0.6604473804675808,-0.2110087638645895,-0.04903329358214039,7.0,12.0,0.0
37,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,-0.33906657390723266,-0.315121707273161,0.6442726795678817,-0.30958860628031476,0.06670593164663882,0.15226726940807675,0.30051491791551505,1.0448365935255255,1.4691129115572124,7.0,12.0,0.0
38,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-1.0251021073125899,-0.7065923467097268,-1.3343997258618312,0.9392002889824665,-1.725408827852713,1.7358281364296309,-0.8154412995616285,-1.6462606008818639,-1.6016828215655694,13.0,5.0,0.0
39,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,-0.2455162738974112,-0.7065923467097268,0.054880899227116135,-0.6382172629284151,-0.9108112098984622,2.6784238906091273,0.4245100531907532,-0.7492282027460674,-0.7390997504636644,13.0,5.0,0.0
40,0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,-1.0251021073125899,-0.510857026991444,-1.5448967902692474,2.056537721586008,-1.2366502570801625,-1.0919591261088586,-1.2804230568437716,-1.108041162000386,-0.3940665220229024,14.0,8.0,0.0
41,0.25,1.0,1.0,2.0,0.5,0.25,1.0,1.0,1.0,0.25,0.0,2.0,1.0,0.5,2.0,2.0,1.0,1.0,0.06631805946866026,-0.510857026991444,0.22327855075304914,-0.11241141229145456,-0.09621359194421135,0.22767492974243647,-0.19546562318543764,0.14780419538972908,0.8135497775197645,14.0,8.0,0.0
42,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,-0.8691849406295541,-0.315121707273161,-0.9134055970469986,2.056537721586008,-0.5849721627167619,-0.9034399752729594,0.11452221500265777,-0.2110087638645895,-1.2566495931248074,10.0,14.0,0.0
43,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,-0.40143344058044694,-0.315121707273161,-0.28191440382474986,0.28194297568626586,-0.09621359194421135,-0.33788252276526143,0.4245100531907532,0.14780419538972908,-0.9116163646840454,10.0,14.0,0.0
44,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.06631805946866026,-0.315121707273161,0.5179744409234319,-0.7039429942580352,0.39254497882833916,0.22767492974243647,1.1994796486609918,0.6860236342712069,-0.5665831362432834,10.0,14.0,0.0
45,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,-0.2455162738974112,-0.315121707273161,-1.2081014872173814,1.2021032143009467,-0.5849721627167619,-1.280478276944758,-0.8154412995616285,-0.5698217231189081,-1.4291662073451883,1.0,10.0,0.0
46,2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,0.5340695595177675,-0.315121707273161,-0.1977155780617834,-0.30958860628031476,0.229625455237489,-0.33788252276526143,-0.35045954227948534,0.3272106750168884,-1.2566495931248074,1.0,10.0,0.0
47,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,-0.7132677739465184,-0.315121707273161,-1.0397038356914485,1.2021032143009467,-0.747891686307612,-0.33788252276526143,-0.9704352186556762,-0.5698217231189081,-0.7390997504636644,1.0,14.0,0.0
48,0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,-0.40143344058044694,-0.315121707273161,0.1811791378715659,-0.30958860628031476,-0.42205263912591173,0.03915577890653717,0.5795039722848009,0.14780419538972908,0.8135497775197645,1.0,14.0,0.0
49,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,-0.7132677739465184,-0.315121707273161,-1.3764991387433145,2.056537721586008,-1.3995697806710128,-2.2230740311242547,-1.1254291377497239,-0.9286346823732267,0.8135497775197645,11.0,11.0,0.0
50,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,0.6899867262008031,-0.315121707273161,-0.02931792653585037,-0.6382172629284151,-0.42205263912591173,-1.280478276944758,-0.6604473804675808,-0.031602284237430216,1.5036162344012887,11.0,11.0,0.0
51,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.3369364406786612,-0.315121707273161,-1.166002074335898,2.056537721586008,-1.2366502570801625,-1.0919591261088586,-0.6604473804675808,-1.108041162000386,0.8135497775197645,13.0,2.0,0.0
52,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5573506072634826,-0.315121707273161,0.09698031210859939,-0.11241141229145456,-0.42205263912591173,-0.14936337192936214,0.11452221500265777,-0.2110087638645895,1.6761328486216696,13.0,2.0,0.0
53,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,-0.8068180739563399,-0.315121707273161,-0.9134055970469986,1.2021032143009467,-0.8130594957439522,-0.7149208244370601,-0.19546562318543764,-0.7492282027460674,-0.3940665220229024,18.0,0.0,0.0
54,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.12868492614187454,-0.315121707273161,0.6021732666863984,-0.30958860628031476,0.16445764580114894,0.4161940805783358,0.7344978913788486,0.3272106750168884,0.6410331632993836,18.0,0.0,0.0
55,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.06631805946866026,-0.315121707273161,-1.0397038356914485,1.2021032143009467,-1.2366502570801625,-1.0919591261088586,-1.1254291377497239,-0.9286346823732267,0.1234833206382406,6.0,0.0,0.0
56,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.8459038928838389,-0.315121707273161,0.22327855075304914,-0.30958860628031476,-0.42205263912591173,-0.14936337192936214,-0.35045954227948534,-0.031602284237430216,0.9860663917401455,6.0,0.0,0.0
57,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,-0.2455162738974112,-0.315121707273161,-0.6608091197580992,1.2021032143009467,-0.9108112098984622,-0.5264016736011607,-0.04047170409138994,-0.7492282027460674,-0.2215499078025214,7.0,0.0,0.0
58,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,1.0018210595668746,-0.315121707273161,1.0652668083827141,-0.30958860628031476,0.229625455237489,0.7932323822501344,0.8894918104728963,0.3272106750168884,0.9860663917401455,7.0,0.0,0.0
59,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,-0.8691849406295541,-0.315121707273161,-1.0818032485729316,2.056537721586008,-1.0737307334893125,-1.0919591261088586,-0.9704352186556762,-1.108041162000386,0.8135497775197645,18.0,0.0,0.0
60,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,-0.40143344058044694,-0.315121707273161,-0.36611322958771636,0.28194297568626586,-0.2591331155350615,-0.14936337192936214,-0.6604473804675808,-0.7492282027460674,0.8135497775197645,18.0,0.0,0.0
61,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,0.5340695595177675,-0.315121707273161,0.6863720924493649,-0.7039429942580352,0.7183840260100396,0.7932323822501344,-0.04047170409138994,0.6860236342712069,0.1234833206382406,18.0,6.0,0.0
62,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-1.8046879407277685,-0.315121707273161,-0.9976044228099652,1.333554676960187,-1.8883283514435634,-1.6575165786165567,1.044485729566944,-0.5698217231189081,0.8135497775197645,15.0,0.0,0.0
63,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-1.3369364406786612,-0.315121707273161,-0.23981499094326664,0.019040050367785576,-1.3995697806710128,-1.0919591261088586,1.5094674868490872,-0.031602284237430216,1.3310996201809076,15.0,0.0,0.0
64,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,-0.8691849406295541,-0.315121707273161,1.4441615243160635,-0.6382172629284151,-0.2591331155350615,-0.5264016736011607,3.214400596883612,1.2242430731526848,2.8837491481643367,15.0,0.0,0.0
65,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.06631805946866026,-0.315121707273161,-1.0397038356914485,1.0706517516417067,-0.747891686307612,0.03915577890653717,-1.1254291377497239,-1.2874476416275453,-1.0841329789044263,6.0,0.0,0.0
66,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.6899867262008031,-0.315121707273161,-0.1977155780617834,-0.11241141229145456,-0.09621359194421135,0.4161940805783358,-0.6604473804675808,-0.3904152434917488,-0.7390997504636644,6.0,0.0,0.0
67,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.6254897262990176,-0.315121707273161,0.6442726795678817,-0.7039429942580352,0.229625455237489,0.7932323822501344,-0.19546562318543764,0.5066171546440477,-0.3940665220229024,6.0,0.0,0.0
68,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,-0.08959910721437547,-0.315121707273161,-1.0818032485729316,2.056537721586008,-1.2366502570801625,-0.7149208244370601,-0.04047170409138994,-1.4668541212547046,-0.9116163646840454,10.0,14.0,0.0
69,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.37815239283473173,-0.315121707273161,-0.32401381670623314,0.28194297568626586,-0.747891686307612,-0.14936337192936214,0.4245100531907532,-0.9286346823732267,-0.3940665220229024,10.0,14.0,0.0
70,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.8459038928838389,-0.315121707273161,0.5179744409234319,-0.7039429942580352,-0.2591331155350615,0.4161940805783358,0.8894918104728963,-0.031602284237430216,0.1234833206382406,10.0,14.0,0.0
71,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,-1.1810192739956256,-0.315121707273161,-0.7871073584025489,1.2021032143009467,-1.2366502570801625,-1.0919591261088586,-0.6604473804675808,1.0448365935255255,0.1234833206382406,18.0,14.0,0.0
72,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,-0.2455162738974112,-0.315121707273161,0.7284715053308481,-0.506765800269175,-0.2591331155350615,0.4161940805783358,0.2695161340967055,1.7624625120341626,1.1585830059605267,18.0,14.0,0.0
73,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.06631805946866026,-0.510857026991444,-1.0818032485729316,2.056537721586008,0.8813035496008897,-1.0919591261088586,-1.2804230568437716,-1.4668541212547046,-1.6016828215655694,16.0,11.0,0.0
74,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.5340695595177675,-0.510857026991444,-0.32401381670623314,0.28194297568626586,1.3700621203734402,-0.5264016736011607,-0.8154412995616285,-0.9286346823732267,-1.0841329789044263,16.0,11.0,0.0
75,1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,1.3136553929329462,-0.510857026991444,0.5600738538049151,-0.7039429942580352,1.8588206911459908,0.4161940805783358,-0.5054534613735331,-0.2110087638645895,-0.7390997504636644,16.0,11.0,0.0
76,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.222235226151696,-0.315121707273161,-0.15561616518030014,1.2021032143009467,-0.5849721627167619,-0.7149208244370601,-0.19546562318543764,-0.2110087638645895,0.8135497775197645,7.0,0.0,0.0
77,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.6899867262008031,-0.315121707273161,0.6021732666863984,-0.506765800269175,-0.09621359194421135,-0.14936337192936214,0.2695161340967055,0.3272106750168884,1.3310996201809076,7.0,0.0,0.0
78,2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,-0.40143344058044694,-0.315121707273161,-0.9555050099284819,1.2021032143009467,-0.2591331155350615,0.7932323822501344,-0.9704352186556762,-1.108041162000386,-1.7741994357859503,18.0,15.0,0.0
